display_name,category,sector,country_codes,barcodes,aliases,image_url,unit,tags,supplier_suggestions,marketplace_matches,publication_status,notes,reference_price,sale_price,supplier_hint,verified,added_by_count
Glucose 30% perfusion,perfusion,pharmacie,SN,,Glucose 30% perfusion,,,medicament|senegal|perfusion,,,draft,Niveaux: + + | Source: Glucose 30% perfusion + +,,,,false,1
Ringer Lactate perfusion,perfusion,pharmacie,SN,,Ringer Lactate perfusion|Ringer Lactate,,,medicament|senegal|perfusion,,,draft,Niveaux: + + + + | Source: Ringer Lactate perfusion + + + +,,,,false,1
Mannitol 20% perfusion,perfusion,pharmacie,SN,,Mannitol 20% perfusion|Mannitol,,,medicament|senegal|perfusion,,,draft,Niveaux: + + | Source: Mannitol 20% perfusion + +,,,,false,1
Albumine humaine 5% perfusion,perfusion,pharmacie,SN,,Albumine humaine 5% perfusion|Albumine humaine,,,medicament|senegal|perfusion,,,draft,Niveaux: + | Source: Albumine humaine 5% perfusion +,,,,false,1
Albumine humaine 20% - XVIII- PREPARATIONS UTILISEES EN OPHTALMOLOGIE XVIII-1 Anti-infectieux,M?dicament,pharmacie,SN,,Albumine humaine 20%|Albumine humaine|XVIII- PREPARATIONS UTILISEES EN OPHTALMOLOGIE XVIII-1 Anti-infectieux,,,medicament|senegal,,,draft,Niveaux: + | Source: Albumine humaine 20% + XVIII- PREPARATIONS UTILISEES EN OPHTALMOLOGIE XVIII-1 Anti-infectieux,,,XVIII- PREPARATIONS UTILISEES EN OPHTALMOLOGIE XVIII-1 Anti-infectieux,false,1
Aciclovir 3% pommade ophtalmique - Zovirax,pommade ophtalmique,pharmacie,SN,,Aciclovir 3% pommade ophtalmique|Aciclovir|Zovirax,,,medicament|senegal|pommade ophtalmique,,,draft,Niveaux: + + | Source: Aciclovir 3% pommade ophtalmique + + Zovirax,,,Zovirax,false,1
"Cétoxonium 0,25% collyre - Biocidan",collyre,pharmacie,SN,,"Cétoxonium 0,25% collyre|Cétoxonium|Biocidan",,,medicament|senegal|collyre,,,draft,"Niveaux: + + + + | Source: Cétoxonium 0,25% collyre + + + + Biocidan",,,Biocidan,false,1
Chloramphénicol + Dexaméthasone collyre - Cébédexacol,collyre,pharmacie,SN,,Chloramphénicol + Dexaméthasone collyre|Chloramphénicol + Dexaméthasone|Cébédexacol,,,medicament|senegal|collyre,,,draft,Niveaux: + + + | Source: Chloramphénicol + Dexaméthasone collyre + + + Cébédexacol,,,Cébédexacol,false,1
Chlortétracycline ou Tétracycline 1% pommade ophtalmique - Auréomycine,pommade ophtalmique,pharmacie,SN,,Chlortétracycline ou Tétracycline 1% pommade ophtalmique|Chlortétracycline ou Tétracycline|Auréomycine,,,medicament|senegal|pommade ophtalmique,,,draft,Niveaux: + + + + + | Source: Chlortétracycline ou Tétracycline 1% pommade ophtalmique + + + + + Auréomycine,,,Auréomycine,false,1
Fluorescéine 1% collyre,collyre,pharmacie,SN,,Fluorescéine 1% collyre|Fluorescéine,,,medicament|senegal|collyre,,,draft,Niveaux: + + | Source: Fluorescéine 1% collyre + +,,,,false,1
"Gentamicine 0,30% collyre - Gentalline",collyre,pharmacie,SN,,"Gentamicine 0,30% collyre|Gentamicine|Gentalline",,,medicament|senegal|collyre,,,draft,"Niveaux: + + + | Source: Gentamicine 0,30% collyre + + + Gentalline",,,Gentalline,false,1
Néomycine + Polymyxine 340.000ui+1Mui collyre - Cébémyxine,collyre,pharmacie,SN,,Néomycine + Polymyxine 340.000ui+1Mui collyre|Néomycine + Polymyxine|Cébémyxine,,,medicament|senegal|collyre,,,draft,Niveaux: + + + | Source: Néomycine + Polymyxine 340.000ui+1Mui collyre + + + Cébémyxine,,,Cébémyxine,false,1
"Norfloxacine 0,30% collyre - Chibroxine XVIII-2 Anti-inflammatoires",collyre,pharmacie,SN,,"Norfloxacine 0,30% collyre|Norfloxacine|Chibroxine XVIII-2 Anti-inflammatoires",,,medicament|senegal|collyre,,,draft,"Niveaux: + + + | Source: Norfloxacine 0,30% collyre + + + Chibroxine XVIII-2 Anti-inflammatoires",,,Chibroxine XVIII-2 Anti-inflammatoires,false,1
"Dexaméthasone 0,10% collyre - Désocort",collyre,pharmacie,SN,,"Dexaméthasone 0,10% collyre|Dexaméthasone|Désocort",,,medicament|senegal|collyre,,,draft,"Niveaux: + + + | Source: Dexaméthasone 0,10% collyre + + + Désocort",,,Désocort,false,1
"Diclofénac 0,10% collyre - Voltarène 37",collyre,pharmacie,SN,,"Diclofénac 0,10% collyre|Diclofénac|Voltarène 37",,,medicament|senegal|collyre,,,draft,"Niveaux: + + + | Source: Diclofénac 0,10% collyre + + + Voltarène 37",,,Voltarène 37,false,1
Hydrocortisone 1% collyre,collyre,pharmacie,SN,,Hydrocortisone 1% collyre|Hydrocortisone,,,medicament|senegal|collyre,,,draft,Niveaux: + + | Source: Hydrocortisone 1% collyre + +,,,,false,1
"Indométacine 0,10% collyre - Indocollyre XVIII-3 Anesthésiques locaux",collyre,pharmacie,SN,,"Indométacine 0,10% collyre|Indométacine|Indocollyre XVIII-3 Anesthésiques locaux",,,medicament|senegal|collyre,,,draft,"Niveaux: + + + | Source: Indométacine 0,10% collyre + + + Indocollyre XVIII-3 Anesthésiques locaux",,,Indocollyre XVIII-3 Anesthésiques locaux,false,1
Oxybuprocaïne 40mg collyre - Cébésine,collyre,pharmacie,SN,,Oxybuprocaïne 40mg collyre|Oxybuprocaïne|Cébésine,,,medicament|senegal|collyre,,,draft,Niveaux: + + + | Source: Oxybuprocaïne 40mg collyre + + + Cébésine,,,Cébésine,false,1
Lidocaine 2% + adrénaline Inj injectable,injectable,pharmacie,SN,,Lidocaine 2% + adrénaline Inj injectable|Lidocaine,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Lidocaine 2% + adrénaline Inj injectable + + +,,,,false,1
lignocaine HCL Plain 2%/ 20ml injectable,injectable,pharmacie,SN,,lignocaine HCL Plain 2%/ 20ml injectable|lignocaine HCL Plain,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: lignocaine HCL Plain 2%/ 20ml injectable + + +,,,,false,1
"Amethocaine hydrochoride 0,5%/10ml injectable",injectable,pharmacie,SN,,"Amethocaine hydrochoride 0,5%/10ml injectable|Amethocaine hydrochoride",,,medicament|senegal|injectable,,,draft,"Niveaux: + + + | Source: Amethocaine hydrochoride 0,5%/10ml injectable + + +",,,,false,1
"Tétracaïne 0,005 collyre - Marcaïne XVIII-4 Antiglaucomateux",collyre,pharmacie,SN,,"Tétracaïne 0,005 collyre|Tétracaïne|Marcaïne XVIII-4 Antiglaucomateux",,,medicament|senegal|collyre,,,draft,"Niveaux: + + | Source: Tétracaïne 0,005 collyre + + Marcaïne XVIII-4 Antiglaucomateux",,,Marcaïne XVIII-4 Antiglaucomateux,false,1
Acétazolamide 250mg comprimé - Diamox,comprimé,pharmacie,SN,,Acétazolamide 250mg comprimé|Acétazolamide|Diamox,,,medicament|senegal|comprimé,,,draft,Niveaux: + + | Source: Acétazolamide 250mg comprimé + + Diamox,,,Diamox,false,1
Acétazolamide 500mg/5ml injectable - Diamox,injectable,pharmacie,SN,,Acétazolamide 500mg/5ml injectable|Acétazolamide|Diamox,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Acétazolamide 500mg/5ml injectable + + Diamox,,,Diamox,false,1
Brinzolamide 10mg/ml collyre - Azopt,collyre,pharmacie,SN,,Brinzolamide 10mg/ml collyre|Brinzolamide|Azopt,,,medicament|senegal|collyre,,,draft,Niveaux: + + | Source: Brinzolamide 10mg/ml collyre + + Azopt,,,Azopt,false,1
Cartéolol 15mg collyre - Cartéol,collyre,pharmacie,SN,,Cartéolol 15mg collyre|Cartéolol|Cartéol,,,medicament|senegal|collyre,,,draft,Niveaux: + + + | Source: Cartéolol 15mg collyre + + + Cartéol,,,Cartéol,false,1
Pilocarpine 2% collyre - Pilocarpine,collyre,pharmacie,SN,,Pilocarpine 2% collyre|Pilocarpine,,,medicament|senegal|collyre,,,draft,Niveaux: + + | Source: Pilocarpine 2% collyre + + Pilocarpine,,,Pilocarpine,false,1
"Timolol 0,25% collyre - Timoptol",collyre,pharmacie,SN,,"Timolol 0,25% collyre|Timolol|Timoptol",,,medicament|senegal|collyre,,,draft,"Niveaux: + + | Source: Timolol 0,25% collyre + + Timoptol",,,Timoptol,false,1
"Latanoprost 0,50% collyre - Xalatan",collyre,pharmacie,SN,,"Latanoprost 0,50% collyre|Latanoprost|Xalatan",,,medicament|senegal|collyre,,,draft,"Niveaux: + + | Source: Latanoprost 0,50% collyre + + Xalatan",,,Xalatan,false,1
"Timolol 0,50% collyre - Timoptol XVIII-5 Mydriatiques",collyre,pharmacie,SN,,"Timolol 0,50% collyre|Timolol|Timoptol XVIII-5 Mydriatiques",,,medicament|senegal|collyre,,,draft,"Niveaux: + + | Source: Timolol 0,50% collyre + + Timoptol XVIII-5 Mydriatiques",,,Timoptol XVIII-5 Mydriatiques,false,1
Atropine 1% collyre - Atropine,collyre,pharmacie,SN,,Atropine 1% collyre|Atropine,,,medicament|senegal|collyre,,,draft,Niveaux: + + | Source: Atropine 1% collyre + + Atropine,,,Atropine,false,1
"Atropine 0,50% collyre - Atropine",collyre,pharmacie,SN,,"Atropine 0,50% collyre|Atropine",,,medicament|senegal|collyre,,,draft,"Niveaux: + + | Source: Atropine 0,50% collyre + + Atropine",,,Atropine,false,1
Epinéphrine 2% collyre - Adrénaline,collyre,pharmacie,SN,,Epinéphrine 2% collyre|Epinéphrine|Adrénaline,,,medicament|senegal|collyre,,,draft,Niveaux: + + | Source: Epinéphrine 2% collyre + + Adrénaline,,,Adrénaline,false,1
"Tropicamide + phénylephrine 5ml 0,8%+5% collyre",collyre,pharmacie,SN,,"Tropicamide + phénylephrine 5ml 0,8%+5% collyre|Tropicamide + phénylephrine",,,medicament|senegal|collyre,,,draft,"Source: Tropicamide + phénylephrine 5ml 0,8%+5% collyre Mydrane",,,,false,1
Visqueux en seringue pré rempli 2%,M?dicament,pharmacie,SN,,Visqueux en seringue pré rempli 2%|Visqueux en seringue pré rempli,,,medicament|senegal,,,draft,Niveaux: + + + | Source: Visqueux en seringue pré rempli 2% + + +,,,,false,1
Gentamycine 80mg 2ml 80mg/2ml injectable,injectable,pharmacie,SN,,Gentamycine 80mg 2ml 80mg/2ml injectable|Gentamycine,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Gentamycine 80mg 2ml 80mg/2ml injectable + + +,,,,false,1
Dexaméthasone 8mg 2ml 8mg/2ml injectable,injectable,pharmacie,SN,,Dexaméthasone 8mg 2ml 8mg/2ml injectable|Dexaméthasone,,,medicament|senegal|injectable,,,draft,Source: Dexaméthasone 8mg 2ml 8mg/2ml injectable + + + 38,,,,false,1
"Pilocarpine 0,50% collyre",collyre,pharmacie,SN,,"Pilocarpine 0,50% collyre|Pilocarpine",,,medicament|senegal|collyre,,,draft,"Niveaux: + + + | Source: Pilocarpine 0,50% collyre + + +",,,,false,1
"Cyclopentolate 0,50% collyre - skiacol",collyre,pharmacie,SN,,"Cyclopentolate 0,50% collyre|Cyclopentolate|skiacol",,,medicament|senegal|collyre,,,draft,"Niveaux: + + + | Source: Cyclopentolate 0,50% collyre + + + skiacol",,,skiacol,false,1
Tropicamide 5mg/ml collyre - Mydriaticum XVIII-6 Antiseptiques,collyre,pharmacie,SN,,Tropicamide 5mg/ml collyre|Tropicamide|Mydriaticum XVIII-6 Antiseptiques,,,medicament|senegal|collyre,,,draft,Niveaux: + + | Source: Tropicamide 5mg/ml collyre + + Mydriaticum XVIII-6 Antiseptiques,,,Mydriaticum XVIII-6 Antiseptiques,false,1
Picloxydine 5mg collyre - Vitabact,collyre,pharmacie,SN,,Picloxydine 5mg collyre|Picloxydine|Vitabact,,,medicament|senegal|collyre,,,draft,Niveaux: + + + + | Source: Picloxydine 5mg collyre + + + + Vitabact,,,Vitabact,false,1
Carbomère 980 (larmes artificielles) 10mg gel ophtalmique - Lacrigel,gel ophtalmique,pharmacie,SN,,Carbomère 980 (larmes artificielles) 10mg gel ophtalmique|Carbomère|Lacrigel,,,medicament|senegal|gel ophtalmique,,,draft,Niveaux: + + + | Source: Carbomère 980 (larmes artificielles) 10mg gel ophtalmique + + + Lacrigel,,,Lacrigel,false,1
Cromoglycate 7mg collyre - Cromoptic,collyre,pharmacie,SN,,Cromoglycate 7mg collyre|Cromoglycate|Cromoptic,,,medicament|senegal|collyre,,,draft,Niveaux: + + + | Source: Cromoglycate 7mg collyre + + + Cromoptic,,,Cromoptic,false,1
"Lévocabastine 2,5mg collyre - Lévophta XVIII- 7 Produits de diagnostic",collyre,pharmacie,SN,,"Lévocabastine 2,5mg collyre|Lévocabastine|Lévophta XVIII- 7 Produits de diagnostic",,,medicament|senegal|collyre,,,draft,"Niveaux: + + + | Source: Lévocabastine 2,5mg collyre + + + Lévophta XVIII- 7 Produits de diagnostic",,,Lévophta XVIII- 7 Produits de diagnostic,false,1
Fluorescéine 2mg collyre - Fluoresceine,collyre,pharmacie,SN,,Fluorescéine 2mg collyre|Fluorescéine|Fluoresceine,,,medicament|senegal|collyre,,,draft,Niveaux: + + + | Source: Fluorescéine 2mg collyre + + + Fluoresceine,,,Fluoresceine,false,1
Tropicamide 50mg collyre,collyre,pharmacie,SN,,Tropicamide 50mg collyre|Tropicamide,,,medicament|senegal|collyre,,,draft,Source: Tropicamide 50mg collyre + + + Mydriaticum XVIII- 8 Dégénérescence maculaire liée à l'âge/perte de vision due à l'œdème maculaire ou à la néovascularisation choroïdienne,,,,false,1
Ranibizumab 10mg/ml solution pour injection intravitréenne - Lucentis XIX- VITAMINES ET SELS MINERAUX,solution pour injection intravitréenne,pharmacie,SN,,Ranibizumab 10mg/ml solution pour injection intravitréenne|Ranibizumab|Lucentis XIX- VITAMINES ET SELS MINERAUX,,,medicament|senegal|solution pour injection intravitréenne,,,draft,Niveaux: + + | Source: Ranibizumab 10mg/ml solution pour injection intravitréenne + + Lucentis XIX- VITAMINES ET SELS MINERAUX,,,Lucentis XIX- VITAMINES ET SELS MINERAUX,false,1
Acide ascorbique 500mg comprimé - Vit C,comprimé,pharmacie,SN,,Acide ascorbique 500mg comprimé|Acide ascorbique|Vit C,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + | Source: Acide ascorbique 500mg comprimé + + + + Vit C,,,Vit C,false,1
Acide ascorbique 500mg injectable - Vit C,injectable,pharmacie,SN,,Acide ascorbique 500mg injectable|Acide ascorbique|Vit C,,,medicament|senegal|injectable,,,draft,Niveaux: + + + + | Source: Acide ascorbique 500mg injectable + + + + Vit C,,,Vit C,false,1
Calcium gluconate 10% injectable,injectable,pharmacie,SN,,Calcium gluconate 10% injectable|Calcium gluconate,,,medicament|senegal|injectable,,,draft,Niveaux: + + + + | Source: Calcium gluconate 10% injectable + + + +,,,,false,1
Calcium Vit D 3 500/400 UI comprimé - CalC Vita,comprimé,pharmacie,SN,,Calcium Vit D 3 500/400 UI comprimé|Calcium Vit D|CalC Vita,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Calcium Vit D3 500/400 UI comprimé + + + CalC Vita,,,CalC Vita,false,1
Cyanocobalamine 1mg/2ml injectable - Vit B12 39,injectable,pharmacie,SN,,Cyanocobalamine 1mg/2ml injectable|Cyanocobalamine|Vit B12 39,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Cyanocobalamine 1mg/2ml injectable + + + Vit B12 39,,,Vit B12 39,false,1
Pyridoxine 250mg/5ml injectable - Vit B6,injectable,pharmacie,SN,,Pyridoxine 250mg/5ml injectable|Pyridoxine|Vit B6,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Pyridoxine 250mg/5ml injectable + + + Vit B6,,,Vit B6,false,1
Rétinol 100.000ui capsules - Vit A,capsules,pharmacie,SN,,Rétinol 100.000ui capsules|Rétinol|Vit A,,,medicament|senegal|capsules,,,draft,Niveaux: + + + + + | Source: Rétinol 100.000ui capsules + + + + + Vit A,,,Vit A,false,1
Rétinol 200.000ui capsules - Vit A XX- SOLVANT,capsules,pharmacie,SN,,Rétinol 200.000ui capsules|Rétinol|Vit A XX- SOLVANT,,,medicament|senegal|capsules,,,draft,Niveaux: + + + + + | Source: Rétinol 200.000ui capsules + + + + + Vit A XX- SOLVANT,,,Vit A XX- SOLVANT,false,1
Eau pour préparation injectable - XXI- INSULINES ET AUTRES ANTIDIABETIQUES,injectable,pharmacie,SN,,Eau pour préparation injectable|Eau pour préparation|XXI- INSULINES ET AUTRES ANTIDIABETIQUES,,,medicament|senegal|injectable,,,draft,Niveaux: + + + + | Source: Eau pour préparation injectable + + + + XXI- INSULINES ET AUTRES ANTIDIABETIQUES,,,XXI- INSULINES ET AUTRES ANTIDIABETIQUES,false,1
Glimépiride 2 mg comprimé - amarel,comprimé,pharmacie,SN,,Glimépiride 2 mg comprimé|Glimépiride|amarel,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Glimépiride 2 mg comprimé + + + amarel,,,amarel,false,1
Glimépiride 4 mg comprimé - amarel,comprimé,pharmacie,SN,,Glimépiride 4 mg comprimé|Glimépiride|amarel,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Glimépiride 4 mg comprimé + + + amarel,,,amarel,false,1
Gliclazide 60 mg comprimé - DIAMICRON,comprimé,pharmacie,SN,,Gliclazide 60 mg comprimé|Gliclazide|DIAMICRON,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Gliclazide 60 mg comprimé + + + DIAMICRON,,,DIAMICRON,false,1
Insuline Mixte 30% 100UI injectable - Mixtard,injectable,pharmacie,SN,,Insuline Mixte 30% 100UI injectable|Insuline Mixte|Mixtard,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Insuline Mixte 30% 100UI injectable + + + Mixtard,,,Mixtard,false,1
Insuline Lente 100UI injectable - Insulatard,injectable,pharmacie,SN,,Insuline Lente 100UI injectable|Insuline Lente|Insulatard,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Insuline Lente 100UI injectable + + + Insulatard,,,Insulatard,false,1
Insuline Rapide 100UI injectable - Actrapid,injectable,pharmacie,SN,,Insuline Rapide 100UI injectable|Insuline Rapide|Actrapid,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Insuline Rapide 100UI injectable + + + Actrapid,,,Actrapid,false,1
Insuline analogue pour injection à action rapide stylo prérempli jetable,stylo prérempli jetable,pharmacie,SN,,Insuline analogue pour injection à action rapide stylo prérempli jetable|Insuline analogue pour injection à action rapide,,,medicament|senegal|stylo prérempli jetable,,,draft,Niveaux: + + + | Source: Insuline analogue pour injection à action rapide stylo prérempli jetable + + +,,,,false,1
Insuline analogue pour injection à action lente stylo prérempli jetable,stylo prérempli jetable,pharmacie,SN,,Insuline analogue pour injection à action lente stylo prérempli jetable|Insuline analogue pour injection à action lente,,,medicament|senegal|stylo prérempli jetable,,,draft,Niveaux: + + + | Source: Insuline analogue pour injection à action lente stylo prérempli jetable + + +,,,,false,1
Insuline analogue pour injection à action mixte stylo prérempli jetable,stylo prérempli jetable,pharmacie,SN,,Insuline analogue pour injection à action mixte stylo prérempli jetable|Insuline analogue pour injection à action mixte,,,medicament|senegal|stylo prérempli jetable,,,draft,Niveaux: + + + | Source: Insuline analogue pour injection à action mixte stylo prérempli jetable + + +,,,,false,1
Metformine 500mg comprimé - Glucophage,comprimé,pharmacie,SN,,Metformine 500mg comprimé|Metformine|Glucophage,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + | Source: Metformine 500mg comprimé + + + + Glucophage,,,Glucophage,false,1
Metformine 850mg comprimé - Glucophage,comprimé,pharmacie,SN,,Metformine 850mg comprimé|Metformine|Glucophage,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + | Source: Metformine 850mg comprimé + + + + Glucophage,,,Glucophage,false,1
gliclazide /metformine 60/850 mg comprimé - Glide-M,comprimé,pharmacie,SN,,gliclazide /metformine 60/850 mg comprimé|gliclazide /metformine|Glide-M,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: gliclazide /metformine 60/850 mg comprimé + + + Glide-M,,,Glide-M,false,1
gliclazide /metformine 60/1000 mg comprimé - Glide-M XXII- AUTRES HORMONES ET SUCCEDANES SYNTHETIQUES,comprimé,pharmacie,SN,,gliclazide /metformine 60/1000 mg comprimé|gliclazide /metformine|Glide-M XXII- AUTRES HORMONES ET SUCCEDANES SYNTHETIQUES,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: gliclazide /metformine 60/1000 mg comprimé + + + Glide-M XXII- AUTRES HORMONES ET SUCCEDANES SYNTHETIQUES,,,Glide-M XXII- AUTRES HORMONES ET SUCCEDANES SYNTHETIQUES,false,1
Carbimazole 5mg comprimé - Néo mercazole,comprimé,pharmacie,SN,,Carbimazole 5mg comprimé|Carbimazole|Néo mercazole,,,medicament|senegal|comprimé,,,draft,Niveaux: + + | Source: Carbimazole 5mg comprimé + + Néo mercazole,,,Néo mercazole,false,1
Carbimazole 20mg comprimé - Néo mercazole,comprimé,pharmacie,SN,,Carbimazole 20mg comprimé|Carbimazole|Néo mercazole,,,medicament|senegal|comprimé,,,draft,Niveaux: + + | Source: Carbimazole 20mg comprimé + + Néo mercazole,,,Néo mercazole,false,1
Cortisone 5mg comprimé - Cortisone,comprimé,pharmacie,SN,,Cortisone 5mg comprimé|Cortisone,,,medicament|senegal|comprimé,,,draft,Niveaux: + + | Source: Cortisone 5mg comprimé + + Cortisone,,,Cortisone,false,1
Cyprotérone 50mg comprimé - Androcur,comprimé,pharmacie,SN,,Cyprotérone 50mg comprimé|Cyprotérone|Androcur,,,medicament|senegal|comprimé,,,draft,Niveaux: + + | Source: Cyprotérone 50mg comprimé + + Androcur,,,Androcur,false,1
