display_name,category,sector,country_codes,barcodes,aliases,image_url,unit,tags,supplier_suggestions,marketplace_matches,publication_status,notes,reference_price,sale_price,supplier_hint,verified,added_by_count
Sels d'Aluminium et de Magnésium 400mg/400mg comprimé - Maalox XIII-2 Anti-émétiques,comprimé,pharmacie,SN,,Sels d'Aluminium et de Magnésium 400mg/400mg comprimé|Sels d'Aluminium et de Magnésium|Maalox XIII-2 Anti-émétiques,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + | Source: Sels d'Aluminium et de Magnésium 400mg/400mg comprimé + + + + Maalox XIII-2 Anti-émétiques,,,Maalox XIII-2 Anti-émétiques,false,1
Granisétron chlorhydrate 3mg injectable - Kytril,injectable,pharmacie,SN,,Granisétron chlorhydrate 3mg injectable|Granisétron chlorhydrate|Kytril,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Granisétron chlorhydrate 3mg injectable + + + Kytril,,,Kytril,false,1
Granisétron chlorhydrate 1mg injectable - Kytril,injectable,pharmacie,SN,,Granisétron chlorhydrate 1mg injectable|Granisétron chlorhydrate|Kytril,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Granisétron chlorhydrate 1mg injectable + + + Kytril,,,Kytril,false,1
Ondasétron 8 mg comprimé - Zophren,comprimé,pharmacie,SN,,Ondasétron 8 mg comprimé|Ondasétron|Zophren,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Ondasétron 8 mg comprimé + + + Zophren,,,Zophren,false,1
Métopimazine 5 mg suppositoire - Vogalène,suppositoire,pharmacie,SN,,Métopimazine 5 mg suppositoire|Métopimazine|Vogalène,,,medicament|senegal|suppositoire,,,draft,Niveaux: + + + + | Source: Métopimazine 5 mg suppositoire + + + + Vogalène,,,Vogalène,false,1
Métopimazine sirop - Vogalène,sirop,pharmacie,SN,,Métopimazine sirop|Métopimazine|Vogalène,,,medicament|senegal|sirop,,,draft,Niveaux: + + + + | Source: Métopimazine sirop + + + + Vogalène,,,Vogalène,false,1
Métopimazine 10mg/ml injectable - Vogalène,injectable,pharmacie,SN,,Métopimazine 10mg/ml injectable|Métopimazine|Vogalène,,,medicament|senegal|injectable,,,draft,Niveaux: + + + + | Source: Métopimazine 10mg/ml injectable + + + + Vogalène,,,Vogalène,false,1
Lévosulpiride 25mg comprimé - Dislep,comprimé,pharmacie,SN,,Lévosulpiride 25mg comprimé|Lévosulpiride|Dislep,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Lévosulpiride 25mg comprimé + + + Dislep,,,Dislep,false,1
Lévosulpiride 25mg/2ml injectable - Dislep 31,injectable,pharmacie,SN,,Lévosulpiride 25mg/2ml injectable|Lévosulpiride|Dislep 31,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Lévosulpiride 25mg/2ml injectable + + + Dislep 31,,,Dislep 31,false,1
Lévosulpiride 25mg/ml sirop - Dislep XIII-3 Anti-hémorroïdaires,sirop,pharmacie,SN,,Lévosulpiride 25mg/ml sirop|Lévosulpiride|Dislep XIII-3 Anti-hémorroïdaires,,,medicament|senegal|sirop,,,draft,Niveaux: + + + | Source: Lévosulpiride 25mg/ml sirop + + + Dislep XIII-3 Anti-hémorroïdaires,,,Dislep XIII-3 Anti-hémorroïdaires,false,1
Anti-infl.+Astrigent+Anest local 100g pommade - Anti-hémorroïdaire,pommade,pharmacie,SN,,Anti-infl.+Astrigent+Anest local 100g pommade|Anti-infl.+Astrigent+Anest local|Anti-hémorroïdaire,,,medicament|senegal|pommade,,,draft,Niveaux: + + + + | Source: Anti-infl.+Astrigent+Anest local 100g pommade + + + + Anti-hémorroïdaire,,,Anti-hémorroïdaire,false,1
Diosmines + flavonoides - DAFLON XIII-4 Anti-spasmodiques,M?dicament,pharmacie,SN,,Diosmines + flavonoides|DAFLON XIII-4 Anti-spasmodiques,,,medicament|senegal,,,draft,Niveaux: + + + | Source: Diosmines + flavonoides + + + DAFLON XIII-4 Anti-spasmodiques,,,DAFLON XIII-4 Anti-spasmodiques,false,1
"Atropine 0,25mg injectable - Atropine",injectable,pharmacie,SN,,"Atropine 0,25mg injectable|Atropine",,,medicament|senegal|injectable,,,draft,"Niveaux: + + + + | Source: Atropine 0,25mg injectable + + + + Atropine",,,Atropine,false,1
"Phloroglucinol +trimethylphloroglucinol 40mg/0,04mg par 4ml injectable - Spasfon",injectable,pharmacie,SN,,"Phloroglucinol +trimethylphloroglucinol 40mg/0,04mg par 4ml injectable|Phloroglucinol +trimethylphloroglucinol|Spasfon",,,medicament|senegal|injectable,,,draft,"Niveaux: + + + | Source: Phloroglucinol +trimethylphloroglucinol 40mg/0,04mg par 4ml injectable + + + Spasfon",,,Spasfon,false,1
Phloroglucinol +trimethylphloroglucinol 80mg/80mg comprimé - Spasfon XIII-5 Modificateurs du transit intestinal,comprimé,pharmacie,SN,,Phloroglucinol +trimethylphloroglucinol 80mg/80mg comprimé|Phloroglucinol +trimethylphloroglucinol|Spasfon XIII-5 Modificateurs du transit intestinal,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + | Source: Phloroglucinol +trimethylphloroglucinol 80mg/80mg comprimé + + + + Spasfon XIII-5 Modificateurs du transit intestinal,,,Spasfon XIII-5 Modificateurs du transit intestinal,false,1
Paraffine liquide 215g/225g gelée buvable - Lansoyl,gelée buvable,pharmacie,SN,,Paraffine liquide 215g/225g gelée buvable|Paraffine liquide|Lansoyl,,,medicament|senegal|gelée buvable,,,draft,Niveaux: + + + + | Source: Paraffine liquide 215g/225g gelée buvable + + + + Lansoyl,,,Lansoyl,false,1
Lactulose 10 g suspension buvable - Duphalac,suspension buvable,pharmacie,SN,,Lactulose 10 g suspension buvable|Lactulose|Duphalac,,,medicament|senegal|suspension buvable,,,draft,Niveaux: + + + + | Source: Lactulose 10 g suspension buvable + + + + Duphalac,,,Duphalac,false,1
Lactulose 10g gelée buvable - Duphalac XIII-6 Sels de réhydratation,gelée buvable,pharmacie,SN,,Lactulose 10g gelée buvable|Lactulose|Duphalac XIII-6 Sels de réhydratation,,,medicament|senegal|gelée buvable,,,draft,Niveaux: + + + + | Source: Lactulose 10g gelée buvable + + + + Duphalac XIII-6 Sels de réhydratation,,,Duphalac XIII-6 Sels de réhydratation,false,1
"Sels de réhydratation orale faible osmolarité Glucose 13,5g/L ; NaCl 2,6g/L; KCl 1,5 g/L, Citrate trisodique dihydraté 2,9g/L poudre en sachet - SRO",poudre en sachet,pharmacie,SN,,"Sels de réhydratation orale faible osmolarité Glucose 13,5g/L ; NaCl 2,6g/L; KCl 1,5 g/L, Citrate trisodique dihydraté 2,9g/L poudre en sachet|Sels de réhydratation orale faible osmolarité|SRO",,,medicament|senegal|poudre en sachet,,,draft,"Niveaux: + + + + + | Source: Sels de réhydratation orale faible osmolarité Glucose 13,5g/L ; NaCl 2,6g/L; KCl 1,5 g/L, Citrate trisodique dihydraté 2,9g/L poudre en sachet + + + + + SRO",,,SRO,false,1
Kit SRO/Zinc,M?dicament,pharmacie,SN,,Kit SRO/Zinc,,,medicament|senegal,,,draft,Niveaux: + + + + + | Source: Kit SRO/Zinc + + + + +,,,,false,1
ReSoMal 294 mEq/L + + + + + 32,M?dicament,pharmacie,SN,,ReSoMal 294 mEq/L + + + + + 32|ReSoMal,,,medicament|senegal,,,draft,Source: ReSoMal 294 mEq/L + + + + + 32,,,,false,1
Zinc (sulfate) 20mg comprimé dispersible et sirop,sirop,pharmacie,SN,,Zinc (sulfate) 20mg comprimé dispersible et sirop|Zinc (sulfate),,,medicament|senegal|sirop,,,draft,Source: Zinc (sulfate) 20mg comprimé dispersible et sirop + + + + + XIV MEDICAMENTS DE L'APPAREIL RESPIRATOIRE XIV-1 Antitussifs et Fluidifiants,,,,false,1
Carbocystéine 5% sirop - Rhinathiol,sirop,pharmacie,SN,,Carbocystéine 5% sirop|Carbocystéine|Rhinathiol,,,medicament|senegal|sirop,,,draft,Niveaux: + + + + | Source: Carbocystéine 5% sirop + + + + Rhinathiol,,,Rhinathiol,false,1
Carbocystéine 2% sirop - Rhinathiol,sirop,pharmacie,SN,,Carbocystéine 2% sirop|Carbocystéine|Rhinathiol,,,medicament|senegal|sirop,,,draft,Niveaux: + + + + | Source: Carbocystéine 2% sirop + + + + Rhinathiol,,,Rhinathiol,false,1
Terpine+codéine 100mg/5mg comprimé - NéoCodion,comprimé,pharmacie,SN,,Terpine+codéine 100mg/5mg comprimé|Terpine+codéine|NéoCodion,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + | Source: Terpine+codéine 100mg/5mg comprimé + + + NéoCodion,,,NéoCodion,false,1
"Dextromethorphane 1,5mg/ml sirop - DRILL",sirop,pharmacie,SN,,"Dextromethorphane 1,5mg/ml sirop|Dextromethorphane|DRILL",,,medicament|senegal|sirop,,,draft,"Niveaux: + + + + | Source: Dextromethorphane 1,5mg/ml sirop + + + + DRILL",,,DRILL,false,1
dextromethorphane +phenylephrine 15 mg / 5 ml sirop - KOFOF,sirop,pharmacie,SN,,dextromethorphane +phenylephrine 15 mg / 5 ml sirop|dextromethorphane +phenylephrine|KOFOF,,,medicament|senegal|sirop,,,draft,Niveaux: + + + + | Source: dextromethorphane +phenylephrine 15 mg / 5 ml sirop + + + + KOFOF,,,KOFOF,false,1
"Oxomémazine+guaïfénésine ( 1,65mg/33,3mg)/ml sirop - Toplexil XIV-2 Anti-asthmatiques",sirop,pharmacie,SN,,"Oxomémazine+guaïfénésine ( 1,65mg/33,3mg)/ml sirop|Oxomémazine+guaïfénésine (|Toplexil XIV-2 Anti-asthmatiques",,,medicament|senegal|sirop,,,draft,"Niveaux: + + + + | Source: Oxomémazine+guaïfénésine (1,65mg/33,3mg)/ml sirop + + + + Toplexil XIV-2 Anti-asthmatiques",,,Toplexil XIV-2 Anti-asthmatiques,false,1
"Salbutamol 0,5mg injectable - Ventoline",injectable,pharmacie,SN,,"Salbutamol 0,5mg injectable|Salbutamol|Ventoline",,,medicament|senegal|injectable,,,draft,"Niveaux: + + + + | Source: Salbutamol 0,5mg injectable + + + + Ventoline",,,Ventoline,false,1
Salbutamol 2mg/5ml sirop - Ventoline,sirop,pharmacie,SN,,Salbutamol 2mg/5ml sirop|Salbutamol|Ventoline,,,medicament|senegal|sirop,,,draft,Niveaux: + + + + | Source: Salbutamol 2mg/5ml sirop + + + + Ventoline,,,Ventoline,false,1
Salbutamol 2mg comprimé - Ventoline,comprimé,pharmacie,SN,,Salbutamol 2mg comprimé|Salbutamol|Ventoline,,,medicament|senegal|comprimé,,,draft,Niveaux: + + + + | Source: Salbutamol 2mg comprimé + + + + Ventoline,,,Ventoline,false,1
Salbutamol 100ug/bouffee spray - Ventoline,spray,pharmacie,SN,,Salbutamol 100ug/bouffee spray|Salbutamol|Ventoline,,,medicament|senegal|spray,,,draft,Niveaux: + + + + | Source: Salbutamol 100ug/bouffee spray( Aerosol) + + + + Ventoline,,,Ventoline,false,1
"Salbutamol 2,5mg/2,5ml nebulisation - ventoline",M?dicament,pharmacie,SN,,"Salbutamol 2,5mg/2,5ml nebulisation|Salbutamol|ventoline",,,medicament|senegal,,,draft,"Niveaux: + + + | Source: Salbutamol 2,5mg/2,5ml nebulisation + + + ventoline",,,ventoline,false,1
"Salbutamol 5mg/2,5ml nebulisation - Ventoline",M?dicament,pharmacie,SN,,"Salbutamol 5mg/2,5ml nebulisation|Salbutamol|Ventoline",,,medicament|senegal,,,draft,"Niveaux: + + + | Source: Salbutamol 5mg/2,5ml nebulisation + + + Ventoline",,,Ventoline,false,1
"Terbutaline 0,5mg/ml injectable - Bricanyl",injectable,pharmacie,SN,,"Terbutaline 0,5mg/ml injectable|Terbutaline|Bricanyl",,,medicament|senegal|injectable,,,draft,"Niveaux: + + + | Source: Terbutaline 0,5mg/ml injectable + + + Bricanyl",,,Bricanyl,false,1
Terbutaline 5mg/2ml nebulisation - Bricanyl,M?dicament,pharmacie,SN,,Terbutaline 5mg/2ml nebulisation|Terbutaline|Bricanyl,,,medicament|senegal,,,draft,Niveaux: + | Source: Terbutaline 5mg/2ml nebulisation + Bricanyl,,,Bricanyl,false,1
"Terbutaline 2,5mg injectable - Bricanyl",injectable,pharmacie,SN,,"Terbutaline 2,5mg injectable|Terbutaline|Bricanyl",,,medicament|senegal|injectable,,,draft,"Niveaux: + + | Source: Terbutaline 2,5mg injectable + + Bricanyl",,,Bricanyl,false,1
Terbutaline 5mg comprimé - Bricanyl,comprimé,pharmacie,SN,,Terbutaline 5mg comprimé|Terbutaline|Bricanyl,,,medicament|senegal|comprimé,,,draft,Niveaux: + | Source: Terbutaline 5mg comprimé + Bricanyl,,,Bricanyl,false,1
Fluticasone propionate + formaterol fumarate 50 mcg /5 mcg inhalation - FLUTIFORM,inhalation,pharmacie,SN,,Fluticasone propionate + formaterol fumarate 50 mcg /5 mcg inhalation|Fluticasone propionate + formaterol fumarate|FLUTIFORM,,,medicament|senegal|inhalation,,,draft,Niveaux: + + + | Source: Fluticasone propionate + formaterol fumarate 50 mcg /5 mcg inhalation + + + FLUTIFORM,,,FLUTIFORM,false,1
Fluticasone propionate + formaterol fumarate 125 mcg /5 mcg inhalation - FLUTIFORM,inhalation,pharmacie,SN,,Fluticasone propionate + formaterol fumarate 125 mcg /5 mcg inhalation|Fluticasone propionate + formaterol fumarate|FLUTIFORM,,,medicament|senegal|inhalation,,,draft,Niveaux: + + + | Source: Fluticasone propionate + formaterol fumarate 125 mcg /5 mcg inhalation + + + FLUTIFORM,,,FLUTIFORM,false,1
"budesonide 0,5 mg /2ml nebulisation - PULMICORT",M?dicament,pharmacie,SN,,"budesonide 0,5 mg /2ml nebulisation|budesonide|PULMICORT",,,medicament|senegal,,,draft,"Niveaux: + + | Source: budesonide 0,5 mg /2ml nebulisation + + PULMICORT",,,PULMICORT,false,1
budesonide 1 mg /2ml nebulisation - PULMICORT 33,M?dicament,pharmacie,SN,,budesonide 1 mg /2ml nebulisation|budesonide|PULMICORT 33,,,medicament|senegal,,,draft,Niveaux: + + | Source: budesonide 1 mg /2ml nebulisation + + PULMICORT 33,,,PULMICORT 33,false,1
"MONTELUKAST 5, 10 mg comprimé",comprimé,pharmacie,SN,,"MONTELUKAST 5, 10 mg comprimé|MONTELUKAST",,,medicament|senegal|comprimé,,,draft,"Niveaux: + + | Source: MONTELUKAST 5, 10 mg comprimé + +",,,,false,1
thiotropium 18 mcg inhalation - SPIRIVA,inhalation,pharmacie,SN,,thiotropium 18 mcg inhalation|thiotropium|SPIRIVA,,,medicament|senegal|inhalation,,,draft,Niveaux: + | Source: thiotropium 18 mcg inhalation + SPIRIVA,,,SPIRIVA,false,1
propionate fluticasone - salméterol,M?dicament,pharmacie,SN,,propionate fluticasone|salméterol,,,medicament|senegal,,,draft,Niveaux: + | Source: propionate fluticasone + salméterol,,,salméterol,false,1
propionate fluticasone + salméterol 250 mg/50 microns Diskus - SERETIDE,M?dicament,pharmacie,SN,,propionate fluticasone + salméterol 250 mg/50 microns Diskus|propionate fluticasone + salméterol|SERETIDE,,,medicament|senegal,,,draft,Niveaux: + + | Source: propionate fluticasone + salméterol 250 mg/50 microns Diskus + + SERETIDE,,,SERETIDE,false,1
Bromure d'ipratropium O 5 mg nebulisation - ATROVENT XIV-3Anti-apnéiques,M?dicament,pharmacie,SN,,Bromure d'ipratropium O 5 mg nebulisation|Bromure d'ipratropium O|ATROVENT XIV-3Anti-apnéiques,,,medicament|senegal,,,draft,"Niveaux: + + + | Source: Bromure d'ipratropium O,5 mg nebulisation + + + ATROVENT XIV-3Anti-apnéiques",,,ATROVENT XIV-3Anti-apnéiques,false,1
Citrate de cafeine 250mg/1ml injectable - XV-Médicaments et produits buccodentaires,injectable,pharmacie,SN,,Citrate de cafeine 250mg/1ml injectable|Citrate de cafeine|XV-Médicaments et produits buccodentaires,,,medicament|senegal|injectable,,,draft,Niveaux: + + + + | Source: Citrate de cafeine 250mg/1ml injectable + + + + XV-Médicaments et produits buccodentaires,,,XV-Médicaments et produits buccodentaires,false,1
lidocaine+eugénol - Alvogyl,M?dicament,pharmacie,SN,,lidocaine+eugénol|Alvogyl,,,medicament|senegal,,,draft,Niveaux: + + + | Source: lidocaine+eugénol + + + Alvogyl,,,Alvogyl,false,1
Solution,Solution,pharmacie,SN,,Solution,,,medicament|senegal|solution,,,draft,Niveaux: + + + + + | Source: Solution antiseptique pour bain de bouche + + + + +,,,,false,1
Lidocaïne 2 % injectable,injectable,pharmacie,SN,,Lidocaïne 2 % injectable|Lidocaïne,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Lidocaïne 2 % injectable + + +,,,,false,1
Lidocaine 3% injectable,injectable,pharmacie,SN,,Lidocaine 3% injectable|Lidocaine,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Lidocaine 3% injectable + + +,,,,false,1
Lidocaïne adrénalinée injectable,injectable,pharmacie,SN,,Lidocaïne adrénalinée injectable|Lidocaïne adrénalinée,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Lidocaïne adrénalinée injectable + + +,,,,false,1
eugénol liquide,liquide,pharmacie,SN,,eugénol liquide|eugénol,,,medicament|senegal|liquide,,,draft,Niveaux: + + + | Source: eugénol liquide + + +,,,,false,1
ciment verre ionomére type 2 Poudre + liquide,liquide,pharmacie,SN,,ciment verre ionomére type 2 Poudre + liquide|ciment verre ionomére type,,,medicament|senegal|liquide,,,draft,Niveaux: + + + | Source: ciment verre ionomére type 2 Poudre + liquide + + +,,,,false,1
hydroxyde de calcium poudre / liquide,liquide,pharmacie,SN,,hydroxyde de calcium poudre / liquide|hydroxyde de calcium poudre /,,,medicament|senegal|liquide,,,draft,Niveaux: + + + | Source: hydroxyde de calcium poudre /liquide + + +,,,,false,1
patte fluorée 1000 à 1500 ppm pate dentrifrice,pate dentrifrice,pharmacie,SN,,patte fluorée 1000 à 1500 ppm pate dentrifrice|patte fluorée,,,medicament|senegal|pate dentrifrice,,,draft,Niveaux: + + + + | Source: patte fluorée 1000 à 1500 ppm pate dentrifrice + + + +,,,,false,1
Oxyde de zinc leger 500g + + + 34,M?dicament,pharmacie,SN,,Oxyde de zinc leger 500g + + + 34|Oxyde de zinc leger,,,medicament|senegal,,,draft,Source: Oxyde de zinc leger 500g + + + 34,,,,false,1
Pharmaéthyl,M?dicament,pharmacie,SN,,Pharmaéthyl,,,medicament|senegal,,,draft,Niveaux: + + + | Source: Pharmaéthyl + + +,,,,false,1
Pulpéryl Solution,Solution,pharmacie,SN,,Pulpéryl Solution|Pulpéryl,,,medicament|senegal|solution,,,draft,Niveaux: + + + | Source: Pulpéryl Solution + + +,,,,false,1
Carpules d'anesthésie ( articaine) ampoule injectable,injectable,pharmacie,SN,,Carpules d'anesthésie ( articaine) ampoule injectable|Carpules d'anesthésie ( articaine) ampoule,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Carpules d'anesthésie ( articaine) ampoule injectable + + +,,,,false,1
Carpules d'anesthésie (mepivacaine) 3% ampoule injectable,injectable,pharmacie,SN,,Carpules d'anesthésie (mepivacaine) 3% ampoule injectable|Carpules d'anesthésie (mepivacaine),,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Carpules d'anesthésie (mepivacaine) 3% ampoule injectable + + +,,,,false,1
Rockless - XVI- PREPARATIONS IMMUNOLOGIQUES XVI-1 Sérums,M?dicament,pharmacie,SN,,Rockless|XVI- PREPARATIONS IMMUNOLOGIQUES XVI-1 Sérums,,,medicament|senegal,,,draft,Niveaux: + + + | Source: Rockless + + + XVI- PREPARATIONS IMMUNOLOGIQUES XVI-1 Sérums,,,XVI- PREPARATIONS IMMUNOLOGIQUES XVI-1 Sérums,false,1
Sérum anti-D injectable - IMMUNHORO,injectable,pharmacie,SN,,Sérum anti-D injectable|Sérum anti-D|IMMUNHORO,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Sérum anti-D injectable + + + IMMUNHORO,,,IMMUNHORO,false,1
Sérum antirabique injectable,injectable,pharmacie,SN,,Sérum antirabique injectable|Sérum antirabique,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Sérum antirabique injectable + + +,,,,false,1
Sérum antitétanique injectable,injectable,pharmacie,SN,,Sérum antitétanique injectable|Sérum antitétanique,,,medicament|senegal|injectable,,,draft,Niveaux: + + + | Source: Sérum antitétanique injectable + + +,,,,false,1
Sérum antilymphocytaire 25mg injectable,injectable,pharmacie,SN,,Sérum antilymphocytaire 25mg injectable|Sérum antilymphocytaire,,,medicament|senegal|injectable,,,draft,Niveaux: + + | Source: Sérum antilymphocytaire 25mg injectable + +,,,,false,1
Sérum antilymphocytaire 20mg injectable,injectable,pharmacie,SN,,Sérum antilymphocytaire 20mg injectable|Sérum antilymphocytaire,,,medicament|senegal|injectable,,,draft,Niveaux: + | Source: Sérum antilymphocytaire 20mg injectable +,,,,false,1
Sérum antivenimeux polyvalent injectable - INOSERP XVI-2 Vaccins,injectable,pharmacie,SN,,Sérum antivenimeux polyvalent injectable|Sérum antivenimeux polyvalent|INOSERP XVI-2 Vaccins,,,medicament|senegal|injectable,,,draft,Niveaux: + + + + | Source: Sérum antivenimeux polyvalent injectable + + + + INOSERP XVI-2 Vaccins,,,INOSERP XVI-2 Vaccins,false,1
vaccin anti rougeole-rubeole,M?dicament,pharmacie,SN,,vaccin anti rougeole-rubeole,,,medicament|senegal,,,draft,Niveaux: + + + + | Source: vaccin anti rougeole-rubeole + + + +,,,,false,1
vaccin ROR,M?dicament,pharmacie,SN,,vaccin ROR,,,medicament|senegal,,,draft,Niveaux: + + + + | Source: vaccin ROR + + + +,,,,false,1
Vaccin antiamaril injectable,injectable,pharmacie,SN,,Vaccin antiamaril injectable|Vaccin antiamaril,,,medicament|senegal|injectable,,,draft,Niveaux: + + + + | Source: Vaccin antiamaril injectable + + + +,,,,false,1
Vaccin antihépatite B injectable,injectable,pharmacie,SN,,Vaccin antihépatite B injectable|Vaccin antihépatite B,,,medicament|senegal|injectable,,,draft,Source: Vaccin antihépatite B injectable + + + + 35,,,,false,1
"Vaccin Antiméningo A, C, Y, W 135 injectable",injectable,pharmacie,SN,,"Vaccin Antiméningo A, C, Y, W 135 injectable|Vaccin Antiméningo A, C, Y, W",,,medicament|senegal|injectable,,,draft,"Niveaux: + + + + | Source: Vaccin Antiméningo A, C, Y, W135 injectable + + + +",,,,false,1
Vaccin Antiméningo W 135 injectable,injectable,pharmacie,SN,,Vaccin Antiméningo W 135 injectable|Vaccin Antiméningo W,,,medicament|senegal|injectable,,,draft,Niveaux: + + + + | Source: Vaccin Antiméningo W135 injectable + + + +,,,,false,1
Vaccin antipneumococcique injectable,injectable,pharmacie,SN,,Vaccin antipneumococcique injectable|Vaccin antipneumococcique,,,medicament|senegal|injectable,,,draft,Niveaux: + + + + | Source: Vaccin antipneumococcique injectable + + + +,,,,false,1
Vaccin antipoliomyélitique oral,M?dicament,pharmacie,SN,,Vaccin antipoliomyélitique oral,,,medicament|senegal,,,draft,Niveaux: + + + + | Source: Vaccin antipoliomyélitique oral + + + +,,,,false,1
Vaccin antipoliomyélitique injectable,injectable,pharmacie,SN,,Vaccin antipoliomyélitique injectable|Vaccin antipoliomyélitique,,,medicament|senegal|injectable,,,draft,Niveaux: + + + + | Source: Vaccin antipoliomyélitique injectable + + + +,,,,false,1
Vaccin antirabique injectable,injectable,pharmacie,SN,,Vaccin antirabique injectable|Vaccin antirabique,,,medicament|senegal|injectable,,,draft,Niveaux: + + + + | Source: Vaccin antirabique injectable + + + +,,,,false,1
Vaccin antitétanique injectable,injectable,pharmacie,SN,,Vaccin antitétanique injectable|Vaccin antitétanique,,,medicament|senegal|injectable,,,draft,Niveaux: + + + + | Source: Vaccin antitétanique injectable + + + +,,,,false,1
Vaccin antituberculeux injectable,injectable,pharmacie,SN,,Vaccin antituberculeux injectable|Vaccin antituberculeux,,,medicament|senegal|injectable,,,draft,Niveaux: + + + + | Source: Vaccin antituberculeux injectable + + + +,,,,false,1
Vaccin Anti-papillomavirus injectable,injectable,pharmacie,SN,,Vaccin Anti-papillomavirus injectable|Vaccin Anti-papillomavirus,,,medicament|senegal|injectable,,,draft,Niveaux: + + + + | Source: Vaccin Anti-papillomavirus injectable + + + +,,,,false,1
Vaccin antirotavirus orale,orale,pharmacie,SN,,Vaccin antirotavirus orale|Vaccin antirotavirus,,,medicament|senegal|orale,,,draft,Niveaux: + + + + | Source: Vaccin antirotavirus orale + + + +,,,,false,1
Vaccin anticovid injectable,injectable,pharmacie,SN,,Vaccin anticovid injectable|Vaccin anticovid,,,medicament|senegal|injectable,,,draft,Niveaux: + + + + | Source: Vaccin anticovid injectable + + + +,,,,false,1
Vaccin Pentavalent injectable,injectable,pharmacie,SN,,Vaccin Pentavalent injectable|Vaccin Pentavalent,,,medicament|senegal|injectable,,,draft,"Source: Vaccin Pentavalent injectable + + + + XVII- CORRECTION DES PERTURBATIONS DE L'EQUILIBRE HYDRIQUE, ELECTROLYTIQUE ET ACIDO-BASIQUE",,,,false,1
Bicarbonate de sodium 14%o perfusion,perfusion,pharmacie,SN,,Bicarbonate de sodium 14%o perfusion|Bicarbonate de sodium,,,medicament|senegal|perfusion,,,draft,Niveaux: + + + | Source: Bicarbonate de sodium 14%o perfusion + + +,,,,false,1
Bicarbonate de sodium 42%o perfusion,perfusion,pharmacie,SN,,Bicarbonate de sodium 42%o perfusion|Bicarbonate de sodium,,,medicament|senegal|perfusion,,,draft,Niveaux: + + | Source: Bicarbonate de sodium 42%o perfusion + +,,,,false,1
Chlorure de potassium 10% perfusion,perfusion,pharmacie,SN,,Chlorure de potassium 10% perfusion|Chlorure de potassium,,,medicament|senegal|perfusion,,,draft,Niveaux: + + + | Source: Chlorure de potassium 10% perfusion + + +,,,,false,1
Chlorure de sodium 9%o perfusion,perfusion,pharmacie,SN,,Chlorure de sodium 9%o perfusion|Chlorure de sodium,,,medicament|senegal|perfusion,,,draft,Niveaux: + + + + | Source: Chlorure de sodium 9%o perfusion + + + +,,,,false,1
Chlorure de calcium perfusion,perfusion,pharmacie,SN,,Chlorure de calcium perfusion|Chlorure de calcium,,,medicament|senegal|perfusion,,,draft,Niveaux: + + + + | Source: Chlorure de calcium perfusion + + + +,,,,false,1
Chlorure de magnésium perfusion,perfusion,pharmacie,SN,,Chlorure de magnésium perfusion|Chlorure de magnésium,,,medicament|senegal|perfusion,,,draft,Source: Chlorure de magnésium perfusion + + + + 36,,,,false,1
Chlorure de sodium (irrigation vésicale 3 litres) 9%o perfusion - uro 3000,perfusion,pharmacie,SN,,Chlorure de sodium (irrigation vésicale 3 litres) 9%o perfusion|Chlorure de sodium (irrigation vésicale|uro 3000,,,medicament|senegal|perfusion,,,draft,Niveaux: + + | Source: Chlorure de sodium (irrigation vésicale 3 litres) 9%o perfusion + + uro 3000,,,uro 3000,false,1
Chlorure de sodium 10% perfusion,perfusion,pharmacie,SN,,Chlorure de sodium 10% perfusion|Chlorure de sodium,,,medicament|senegal|perfusion,,,draft,Niveaux: + + + | Source: Chlorure de sodium 10% perfusion + + +,,,,false,1
Gluconate de calcium 100mg/ml injectable,injectable,pharmacie,SN,,Gluconate de calcium 100mg/ml injectable|Gluconate de calcium,,,medicament|senegal|injectable,,,draft,Niveaux: + + + + | Source: Gluconate de calcium 100mg/ml injectable + + + +,,,,false,1
Glucose 5% perfusion,perfusion,pharmacie,SN,,Glucose 5% perfusion,,,medicament|senegal|perfusion,,,draft,Niveaux: + + + + | Source: Glucose 5% perfusion + + + +,,,,false,1
Glucose 10% perfusion,perfusion,pharmacie,SN,,Glucose 10% perfusion,,,medicament|senegal|perfusion,,,draft,Niveaux: + + + + | Source: Glucose 10% perfusion + + + +,,,,false,1
